date,location,value
2007-08,Asian Civilisations Museum,46.6
2007-08,National Museum Of Singapore,63.2
2007-08,Singapore Art Museum,29.5
2007-08,Singapore Philatelic Museum,11.3
2007-08,The Peranakan Museum,na
2007-08,Science Centre Singapore,93.2
2007-08,Jurong Birdpark,78.7
2007-08,Night Safari,117.8
2007-08,River Safari,na
2007-08,Singapore Zoological Gardens,134.4
2007-08,Chinese/japanese Gardens,33.3
2007-09,Asian Civilisations Museum,43.2
2007-09,National Museum Of Singapore,65.5
2007-09,Singapore Art Museum,18
2007-09,Singapore Philatelic Museum,7.4
2007-09,The Peranakan Museum,na
2007-09,Science Centre Singapore,102.6
2007-09,Jurong Birdpark,54.4
2007-09,Night Safari,73.6
2007-09,River Safari,na
2007-09,Singapore Zoological Gardens,103.5
2007-09,Chinese/japanese Gardens,127.4
2007-10,Asian Civilisations Museum,51.1
2007-10,National Museum Of Singapore,54.3
2007-10,Singapore Art Museum,30.1
2007-10,Singapore Philatelic Museum,7.6
2007-10,The Peranakan Museum,na
2007-10,Science Centre Singapore,49.2
2007-10,Jurong Birdpark,63.1
2007-10,Night Safari,91.1
2007-10,River Safari,na
2007-10,Singapore Zoological Gardens,103.3
2007-10,Chinese/japanese Gardens,32.5
2007-11,Asian Civilisations Museum,57.5
2007-11,National Museum Of Singapore,62
2007-11,Singapore Art Museum,24.4
2007-11,Singapore Philatelic Museum,8
2007-11,The Peranakan Museum,na
2007-11,Science Centre Singapore,68.2
2007-11,Jurong Birdpark,79.8
2007-11,Night Safari,84
2007-11,River Safari,na
2007-11,Singapore Zoological Gardens,84
2007-11,Chinese/japanese Gardens,34.8
2007-12,Asian Civilisations Museum,47
2007-12,National Museum Of Singapore,56.8
2007-12,Singapore Art Museum,23
2007-12,Singapore Philatelic Museum,7.8
2007-12,The Peranakan Museum,na
2007-12,Science Centre Singapore,126.4
2007-12,Jurong Birdpark,92.5
2007-12,Night Safari,104.5
2007-12,River Safari,na
2007-12,Singapore Zoological Gardens,165.1
2007-12,Chinese/japanese Gardens,37.7
2008-01,Asian Civilisations Museum,53.4
2008-01,National Museum Of Singapore,53
2008-01,Singapore Art Museum,21.6
2008-01,Singapore Philatelic Museum,7
2008-01,The Peranakan Museum,na
2008-01,Science Centre Singapore,40.9
2008-01,Jurong Birdpark,61.6
2008-01,Night Safari,98.7
2008-01,River Safari,na
2008-01,Singapore Zoological Gardens,100.5
2008-01,Chinese/japanese Gardens,35.6
2008-02,Asian Civilisations Museum,55.6
2008-02,National Museum Of Singapore,75.8
2008-02,Singapore Art Museum,21.7
2008-02,Singapore Philatelic Museum,7.8
2008-02,The Peranakan Museum,na
2008-02,Science Centre Singapore,70.1
2008-02,Jurong Birdpark,48.4
2008-02,Night Safari,85.1
2008-02,River Safari,na
2008-02,Singapore Zoological Gardens,109.1
2008-02,Chinese/japanese Gardens,54.9
2008-03,Asian Civilisations Museum,74.6
2008-03,National Museum Of Singapore,92.4
2008-03,Singapore Art Museum,35
2008-03,Singapore Philatelic Museum,6.5
2008-03,The Peranakan Museum,na
2008-03,Science Centre Singapore,67.9
2008-03,Jurong Birdpark,69
2008-03,Night Safari,129.9
2008-03,River Safari,na
2008-03,Singapore Zoological Gardens,141.1
2008-03,Chinese/japanese Gardens,50.3
2008-04,Asian Civilisations Museum,49.6
2008-04,National Museum Of Singapore,68.6
2008-04,Singapore Art Museum,27.8
2008-04,Singapore Philatelic Museum,7.4
2008-04,The Peranakan Museum,10.5
2008-04,Science Centre Singapore,46.4
2008-04,Jurong Birdpark,60.7
2008-04,Night Safari,68
2008-04,River Safari,na
2008-04,Singapore Zoological Gardens,100.9
2008-04,Chinese/japanese Gardens,54.9
2008-05,Asian Civilisations Museum,76.8
2008-05,National Museum Of Singapore,84.3
2008-05,Singapore Art Museum,49.7
2008-05,Singapore Philatelic Museum,8.1
2008-05,The Peranakan Museum,32
2008-05,Science Centre Singapore,101.2
2008-05,Jurong Birdpark,78
2008-05,Night Safari,107
2008-05,River Safari,na
2008-05,Singapore Zoological Gardens,139.9
2008-05,Chinese/japanese Gardens,53
2008-06,Asian Civilisations Museum,53.8
2008-06,National Museum Of Singapore,73.5
2008-06,Singapore Art Museum,50.4
2008-06,Singapore Philatelic Museum,8.3
2008-06,The Peranakan Museum,15.9
2008-06,Science Centre Singapore,128
2008-06,Jurong Birdpark,82.2
2008-06,Night Safari,100.9
2008-06,River Safari,na
2008-06,Singapore Zoological Gardens,153
2008-06,Chinese/japanese Gardens,45.1
2008-07,Asian Civilisations Museum,63.5
2008-07,National Museum Of Singapore,124.5
2008-07,Singapore Art Museum,64.3
2008-07,Singapore Philatelic Museum,9.7
2008-07,The Peranakan Museum,30.2
2008-07,Science Centre Singapore,99.5
2008-07,Jurong Birdpark,91.6
2008-07,Night Safari,108.3
2008-07,River Safari,na
2008-07,Singapore Zoological Gardens,140.8
2008-07,Chinese/japanese Gardens,53.5
2008-08,Asian Civilisations Museum,58.7
2008-08,National Museum Of Singapore,67.4
2008-08,Singapore Art Museum,54.3
2008-08,Singapore Philatelic Museum,9
2008-08,The Peranakan Museum,23.5
2008-08,Science Centre Singapore,89
2008-08,Jurong Birdpark,82
2008-08,Night Safari,115.3
2008-08,River Safari,na
2008-08,Singapore Zoological Gardens,132.7
2008-08,Chinese/japanese Gardens,50.8
2008-09,Asian Civilisations Museum,45.4
2008-09,National Museum Of Singapore,54.6
2008-09,Singapore Art Museum,46.6
2008-09,Singapore Philatelic Museum,6.9
2008-09,The Peranakan Museum,10.8
2008-09,Science Centre Singapore,67.7
2008-09,Jurong Birdpark,45
2008-09,Night Safari,64.4
2008-09,River Safari,na
2008-09,Singapore Zoological Gardens,87.5
2008-09,Chinese/japanese Gardens,85.2
2008-10,Asian Civilisations Museum,58.1
2008-10,National Museum Of Singapore,64.7
2008-10,Singapore Art Museum,71.1
2008-10,Singapore Philatelic Museum,7.2
2008-10,The Peranakan Museum,16
2008-10,Science Centre Singapore,82.2
2008-10,Jurong Birdpark,77.4
2008-10,Night Safari,102.6
2008-10,River Safari,na
2008-10,Singapore Zoological Gardens,125.8
2008-10,Chinese/japanese Gardens,49.5
2008-11,Asian Civilisations Museum,57.6
2008-11,National Museum Of Singapore,56.9
2008-11,Singapore Art Museum,71.7
2008-11,Singapore Philatelic Museum,8.2
2008-11,The Peranakan Museum,17.9
2008-11,Science Centre Singapore,129.6
2008-11,Jurong Birdpark,59.3
2008-11,Night Safari,85
2008-11,River Safari,na
2008-11,Singapore Zoological Gardens,150.1
2008-11,Chinese/japanese Gardens,61.7
2008-12,Asian Civilisations Museum,50.6
2008-12,National Museum Of Singapore,56.2
2008-12,Singapore Art Museum,63.7
2008-12,Singapore Philatelic Museum,9.2
2008-12,The Peranakan Museum,15.1
2008-12,Science Centre Singapore,116.9
2008-12,Jurong Birdpark,86.4
2008-12,Night Safari,112.3
2008-12,River Safari,na
2008-12,Singapore Zoological Gardens,208.2
2008-12,Chinese/japanese Gardens,72
2009-01,Asian Civilisations Museum,44
2009-01,National Museum Of Singapore,53.8
2009-01,Singapore Art Museum,51.2
2009-01,Singapore Philatelic Museum,9
2009-01,The Peranakan Museum,22.3
2009-01,Science Centre Singapore,63.6
2009-01,Jurong Birdpark,69.4
2009-01,Night Safari,92.4
2009-01,River Safari,na
2009-01,Singapore Zoological Gardens,143.9
2009-01,Chinese/japanese Gardens,91.2
2009-02,Asian Civilisations Museum,42.3
2009-02,National Museum Of Singapore,49.9
2009-02,Singapore Art Museum,55.2
2009-02,Singapore Philatelic Museum,7.4
2009-02,The Peranakan Museum,30.6
2009-02,Science Centre Singapore,46.3
2009-02,Jurong Birdpark,54.5
2009-02,Night Safari,69.7
2009-02,River Safari,na
2009-02,Singapore Zoological Gardens,103.6
2009-02,Chinese/japanese Gardens,67.9
2009-03,Asian Civilisations Museum,83.2
2009-03,National Museum Of Singapore,57.1
2009-03,Singapore Art Museum,59.3
2009-03,Singapore Philatelic Museum,8.7
2009-03,The Peranakan Museum,19.6
2009-03,Science Centre Singapore,86
2009-03,Jurong Birdpark,88.8
2009-03,Night Safari,93
2009-03,River Safari,na
2009-03,Singapore Zoological Gardens,150.4
2009-03,Chinese/japanese Gardens,76
2009-04,Asian Civilisations Museum,67.5
2009-04,National Museum Of Singapore,61.9
2009-04,Singapore Art Museum,59.4
2009-04,Singapore Philatelic Museum,9
2009-04,The Peranakan Museum,26.9
2009-04,Science Centre Singapore,55.6
2009-04,Jurong Birdpark,55
2009-04,Night Safari,73.9
2009-04,River Safari,na
2009-04,Singapore Zoological Gardens,128.5
2009-04,Chinese/japanese Gardens,71.2
2009-05,Asian Civilisations Museum,83.9
2009-05,National Museum Of Singapore,62.4
2009-05,Singapore Art Museum,78.1
2009-05,Singapore Philatelic Museum,11.2
2009-05,The Peranakan Museum,23.5
2009-05,Science Centre Singapore,73.5
2009-05,Jurong Birdpark,74.5
2009-05,Night Safari,94.6
2009-05,River Safari,na
2009-05,Singapore Zoological Gardens,134.7
2009-05,Chinese/japanese Gardens,73.3
2009-06,Asian Civilisations Museum,93
2009-06,National Museum Of Singapore,70.6
2009-06,Singapore Art Museum,50.9
2009-06,Singapore Philatelic Museum,8.6
2009-06,The Peranakan Museum,18.3
2009-06,Science Centre Singapore,126.6
2009-06,Jurong Birdpark,90.4
2009-06,Night Safari,104.7
2009-06,River Safari,na
2009-06,Singapore Zoological Gardens,162.1
2009-06,Chinese/japanese Gardens,56.6
2009-07,Asian Civilisations Museum,49.7
2009-07,National Museum Of Singapore,94.3
2009-07,Singapore Art Museum,85
2009-07,Singapore Philatelic Museum,7.9
2009-07,The Peranakan Museum,22.3
2009-07,Science Centre Singapore,90.7
2009-07,Jurong Birdpark,74.6
2009-07,Night Safari,108
2009-07,River Safari,na
2009-07,Singapore Zoological Gardens,130
2009-07,Chinese/japanese Gardens,66.4
2009-08,Asian Civilisations Museum,57.8
2009-08,National Museum Of Singapore,72.3
2009-08,Singapore Art Museum,75.9
2009-08,Singapore Philatelic Museum,10
2009-08,The Peranakan Museum,17.9
2009-08,Science Centre Singapore,107.3
2009-08,Jurong Birdpark,67.3
2009-08,Night Safari,108.3
2009-08,River Safari,na
2009-08,Singapore Zoological Gardens,136.5
2009-08,Chinese/japanese Gardens,72.8
2009-09,Asian Civilisations Museum,42.1
2009-09,National Museum Of Singapore,88.4
2009-09,Singapore Art Museum,76
2009-09,Singapore Philatelic Museum,8.6
2009-09,The Peranakan Museum,24.3
2009-09,Science Centre Singapore,81.6
2009-09,Jurong Birdpark,61.6
2009-09,Night Safari,90.8
2009-09,River Safari,na
2009-09,Singapore Zoological Gardens,129
2009-09,Chinese/japanese Gardens,68.8
2009-10,Asian Civilisations Museum,61.1
2009-10,National Museum Of Singapore,95.2
2009-10,Singapore Art Museum,53.7
2009-10,Singapore Philatelic Museum,8.5
2009-10,The Peranakan Museum,19.4
2009-10,Science Centre Singapore,66
2009-10,Jurong Birdpark,64.5
2009-10,Night Safari,111.4
2009-10,River Safari,na
2009-10,Singapore Zoological Gardens,127.7
2009-10,Chinese/japanese Gardens,77.3
2009-11,Asian Civilisations Museum,62.2
2009-11,National Museum Of Singapore,80.2
2009-11,Singapore Art Museum,51
2009-11,Singapore Philatelic Museum,10
2009-11,The Peranakan Museum,22.2
2009-11,Science Centre Singapore,116.8
2009-11,Jurong Birdpark,62.3
2009-11,Night Safari,68.6
2009-11,River Safari,na
2009-11,Singapore Zoological Gardens,124.8
2009-11,Chinese/japanese Gardens,57.8
2009-12,Asian Civilisations Museum,52.2
2009-12,National Museum Of Singapore,71.9
2009-12,Singapore Art Museum,47.9
2009-12,Singapore Philatelic Museum,8.5
2009-12,The Peranakan Museum,23.4
2009-12,Science Centre Singapore,145.3
2009-12,Jurong Birdpark,99.4
2009-12,Night Safari,120.8
2009-12,River Safari,na
2009-12,Singapore Zoological Gardens,192.4
2009-12,Chinese/japanese Gardens,61.8
2010-01,Asian Civilisations Museum,39
2010-01,National Museum Of Singapore,73.5
2010-01,Singapore Art Museum,50.5
2010-01,Singapore Philatelic Museum,7
2010-01,The Peranakan Museum,16.5
2010-01,Science Centre Singapore,82.7
2010-01,Jurong Birdpark,66.8
2010-01,Night Safari,77.9
2010-01,River Safari,na
2010-01,Singapore Zoological Gardens,114.5
2010-01,Chinese/japanese Gardens,66.4
2010-02,Asian Civilisations Museum,47.1
2010-02,National Museum Of Singapore,60.2
2010-02,Singapore Art Museum,37.8
2010-02,Singapore Philatelic Museum,7
2010-02,The Peranakan Museum,13.7
2010-02,Science Centre Singapore,106.8
2010-02,Jurong Birdpark,73.4
2010-02,Night Safari,87.4
2010-02,River Safari,na
2010-02,Singapore Zoological Gardens,127
2010-02,Chinese/japanese Gardens,84.7
2010-03,Asian Civilisations Museum,65.4
2010-03,National Museum Of Singapore,104.1
2010-03,Singapore Art Museum,45.5
2010-03,Singapore Philatelic Museum,7.6
2010-03,The Peranakan Museum,22.5
2010-03,Science Centre Singapore,90.3
2010-03,Jurong Birdpark,71.5
2010-03,Night Safari,88.5
2010-03,River Safari,na
2010-03,Singapore Zoological Gardens,135.8
2010-03,Chinese/japanese Gardens,73.1
2010-04,Asian Civilisations Museum,48
2010-04,National Museum Of Singapore,57.8
2010-04,Singapore Art Museum,51.9
2010-04,Singapore Philatelic Museum,9.3
2010-04,The Peranakan Museum,18.8
2010-04,Science Centre Singapore,94.1
2010-04,Jurong Birdpark,59
2010-04,Night Safari,84.6
2010-04,River Safari,na
2010-04,Singapore Zoological Gardens,127.1
2010-04,Chinese/japanese Gardens,90.4
2010-05,Asian Civilisations Museum,85.2
2010-05,National Museum Of Singapore,68.1
2010-05,Singapore Art Museum,66.1
2010-05,Singapore Philatelic Museum,9.5
2010-05,The Peranakan Museum,20.6
2010-05,Science Centre Singapore,98.8
2010-05,Jurong Birdpark,88.5
2010-05,Night Safari,107.7
2010-05,River Safari,na
2010-05,Singapore Zoological Gardens,153
2010-05,Chinese/japanese Gardens,74.6
2010-06,Asian Civilisations Museum,69.3
2010-06,National Museum Of Singapore,62.4
2010-06,Singapore Art Museum,59.7
2010-06,Singapore Philatelic Museum,8.7
2010-06,The Peranakan Museum,18.8
2010-06,Science Centre Singapore,124.1
2010-06,Jurong Birdpark,94
2010-06,Night Safari,103.1
2010-06,River Safari,na
2010-06,Singapore Zoological Gardens,160.5
2010-06,Chinese/japanese Gardens,66.3
2010-07,Asian Civilisations Museum,72.5
2010-07,National Museum Of Singapore,79.9
2010-07,Singapore Art Museum,86.1
2010-07,Singapore Philatelic Museum,8.9
2010-07,The Peranakan Museum,23.1
2010-07,Science Centre Singapore,66.6
2010-07,Jurong Birdpark,87.7
2010-07,Night Safari,110.7
2010-07,River Safari,na
2010-07,Singapore Zoological Gardens,150
2010-07,Chinese/japanese Gardens,69.5
2010-08,Asian Civilisations Museum,71
2010-08,National Museum Of Singapore,71.3
2010-08,Singapore Art Museum,50.3
2010-08,Singapore Philatelic Museum,9.6
2010-08,The Peranakan Museum,26
2010-08,Science Centre Singapore,51.4
2010-08,Jurong Birdpark,78.7
2010-08,Night Safari,109.6
2010-08,River Safari,na
2010-08,Singapore Zoological Gardens,132.5
2010-08,Chinese/japanese Gardens,61.3
2010-09,Asian Civilisations Museum,63.7
2010-09,National Museum Of Singapore,60.7
2010-09,Singapore Art Museum,48.3
2010-09,Singapore Philatelic Museum,8.3
2010-09,The Peranakan Museum,15.5
2010-09,Science Centre Singapore,62.4
2010-09,Jurong Birdpark,55.6
2010-09,Night Safari,74.1
2010-09,River Safari,na
2010-09,Singapore Zoological Gardens,117.4
2010-09,Chinese/japanese Gardens,167.1
2010-10,Asian Civilisations Museum,80.2
2010-10,National Museum Of Singapore,76.4
2010-10,Singapore Art Museum,50.3
2010-10,Singapore Philatelic Museum,10.2
2010-10,The Peranakan Museum,16.7
2010-10,Science Centre Singapore,67.1
2010-10,Jurong Birdpark,63.6
2010-10,Night Safari,117.6
2010-10,River Safari,na
2010-10,Singapore Zoological Gardens,110.9
2010-10,Chinese/japanese Gardens,54.4
2010-11,Asian Civilisations Museum,65.5
2010-11,National Museum Of Singapore,68.8
2010-11,Singapore Art Museum,42.7
2010-11,Singapore Philatelic Museum,11.7
2010-11,The Peranakan Museum,18.3
2010-11,Science Centre Singapore,101.4
2010-11,Jurong Birdpark,59.4
2010-11,Night Safari,69.5
2010-11,River Safari,na
2010-11,Singapore Zoological Gardens,122
2010-11,Chinese/japanese Gardens,33.3
2010-12,Asian Civilisations Museum,70.3
2010-12,National Museum Of Singapore,64
2010-12,Singapore Art Museum,50.7
2010-12,Singapore Philatelic Museum,7.3
2010-12,The Peranakan Museum,14.4
2010-12,Science Centre Singapore,179.8
2010-12,Jurong Birdpark,84
2010-12,Night Safari,98.9
2010-12,River Safari,na
2010-12,Singapore Zoological Gardens,179.8
2010-12,Chinese/japanese Gardens,33.3
2011-01,Asian Civilisations Museum,61.7
2011-01,National Museum Of Singapore,77.5
2011-01,Singapore Art Museum,48.7
2011-01,Singapore Philatelic Museum,7.1
2011-01,The Peranakan Museum,14.8
2011-01,Science Centre Singapore,102.6
2011-01,Jurong Birdpark,57.5
2011-01,Night Safari,77.4
2011-01,River Safari,na
2011-01,Singapore Zoological Gardens,94.5
2011-01,Chinese/japanese Gardens,50.1
2011-02,Asian Civilisations Museum,59.5
2011-02,National Museum Of Singapore,49.1
2011-02,Singapore Art Museum,39.6
2011-02,Singapore Philatelic Museum,8.4
2011-02,The Peranakan Museum,22.1
2011-02,Science Centre Singapore,93.2
2011-02,Jurong Birdpark,69.3
2011-02,Night Safari,83
2011-02,River Safari,na
2011-02,Singapore Zoological Gardens,131.9
2011-02,Chinese/japanese Gardens,106
2011-03,Asian Civilisations Museum,74.9
2011-03,National Museum Of Singapore,64.9
2011-03,Singapore Art Museum,51.8
2011-03,Singapore Philatelic Museum,8.9
2011-03,The Peranakan Museum,16.6
2011-03,Science Centre Singapore,72.4
2011-03,Jurong Birdpark,60.6
2011-03,Night Safari,78.6
2011-03,River Safari,na
2011-03,Singapore Zoological Gardens,134.3
2011-03,Chinese/japanese Gardens,96.8
2011-04,Asian Civilisations Museum,51.2
2011-04,National Museum Of Singapore,70.8
2011-04,Singapore Art Museum,53.7
2011-04,Singapore Philatelic Museum,7.5
2011-04,The Peranakan Museum,14.6
2011-04,Science Centre Singapore,73.2
2011-04,Jurong Birdpark,71.6
2011-04,Night Safari,90.5
2011-04,River Safari,na
2011-04,Singapore Zoological Gardens,146.2
2011-04,Chinese/japanese Gardens,82.9
2011-05,Asian Civilisations Museum,49.3
2011-05,National Museum Of Singapore,110.8
2011-05,Singapore Art Museum,49.5
2011-05,Singapore Philatelic Museum,9.7
2011-05,The Peranakan Museum,16.8
2011-05,Science Centre Singapore,88.9
2011-05,Jurong Birdpark,88.6
2011-05,Night Safari,91.4
2011-05,River Safari,na
2011-05,Singapore Zoological Gardens,140.4
2011-05,Chinese/japanese Gardens,81.6
2011-06,Asian Civilisations Museum,55.2
2011-06,National Museum Of Singapore,119.5
2011-06,Singapore Art Museum,56.2
2011-06,Singapore Philatelic Museum,9.7
2011-06,The Peranakan Museum,25.8
2011-06,Science Centre Singapore,98.8
2011-06,Jurong Birdpark,83
2011-06,Night Safari,92
2011-06,River Safari,na
2011-06,Singapore Zoological Gardens,155.7
2011-06,Chinese/japanese Gardens,72.9
2011-07,Asian Civilisations Museum,92.6
2011-07,National Museum Of Singapore,76
2011-07,Singapore Art Museum,53.8
2011-07,Singapore Philatelic Museum,10.3
2011-07,The Peranakan Museum,18.3
2011-07,Science Centre Singapore,80.1
2011-07,Jurong Birdpark,104
2011-07,Night Safari,123.8
2011-07,River Safari,na
2011-07,Singapore Zoological Gardens,169.5
2011-07,Chinese/japanese Gardens,91.5
2011-08,Asian Civilisations Museum,113.9
2011-08,National Museum Of Singapore,90.8
2011-08,Singapore Art Museum,93.6
2011-08,Singapore Philatelic Museum,15.2
2011-08,The Peranakan Museum,29
2011-08,Science Centre Singapore,80.1
2011-08,Jurong Birdpark,86.4
2011-08,Night Safari,115.1
2011-08,River Safari,na
2011-08,Singapore Zoological Gardens,149.8
2011-08,Chinese/japanese Gardens,58.9
2011-09,Asian Civilisations Museum,65.9
2011-09,National Museum Of Singapore,59.4
2011-09,Singapore Art Museum,56
2011-09,Singapore Philatelic Museum,7.2
2011-09,The Peranakan Museum,14.9
2011-09,Science Centre Singapore,49
2011-09,Jurong Birdpark,56.1
2011-09,Night Safari,79.6
2011-09,River Safari,na
2011-09,Singapore Zoological Gardens,117.9
2011-09,Chinese/japanese Gardens,150.3
2011-10,Asian Civilisations Museum,101.8
2011-10,National Museum Of Singapore,80.4
2011-10,Singapore Art Museum,51.9
2011-10,Singapore Philatelic Museum,8.4
2011-10,The Peranakan Museum,18.3
2011-10,Science Centre Singapore,71.6
2011-10,Jurong Birdpark,69.8
2011-10,Night Safari,90.4
2011-10,River Safari,na
2011-10,Singapore Zoological Gardens,134.4
2011-10,Chinese/japanese Gardens,63
2011-11,Asian Civilisations Museum,42.3
2011-11,National Museum Of Singapore,72
2011-11,Singapore Art Museum,42
2011-11,Singapore Philatelic Museum,11.4
2011-11,The Peranakan Museum,28.8
2011-11,Science Centre Singapore,99.1
2011-11,Jurong Birdpark,68.6
2011-11,Night Safari,78.7
2011-11,River Safari,na
2011-11,Singapore Zoological Gardens,121.9
2011-11,Chinese/japanese Gardens,65.5
2011-12,Asian Civilisations Museum,46.2
2011-12,National Museum Of Singapore,61.4
2011-12,Singapore Art Museum,39.8
2011-12,Singapore Philatelic Museum,12.1
2011-12,The Peranakan Museum,14.3
2011-12,Science Centre Singapore,144.9
2011-12,Jurong Birdpark,93.4
2011-12,Night Safari,97.9
2011-12,River Safari,na
2011-12,Singapore Zoological Gardens,173.7
2011-12,Chinese/japanese Gardens,43.6
2012-01,Asian Civilisations Museum,40
2012-01,National Museum Of Singapore,78.9
2012-01,Singapore Art Museum,40.6
2012-01,Singapore Philatelic Museum,12.1
2012-01,The Peranakan Museum,18.9
2012-01,Science Centre Singapore,80.2
2012-01,Jurong Birdpark,85.6
2012-01,Night Safari,103.7
2012-01,River Safari,na
2012-01,Singapore Zoological Gardens,141
2012-01,Chinese/japanese Gardens,65.4
2012-02,Asian Civilisations Museum,45.6
2012-02,National Museum Of Singapore,58.4
2012-02,Singapore Art Museum,39.2
2012-02,Singapore Philatelic Museum,9.1
2012-02,The Peranakan Museum,25.2
2012-02,Science Centre Singapore,90.8
2012-02,Jurong Birdpark,59.9
2012-02,Night Safari,92
2012-02,River Safari,na
2012-02,Singapore Zoological Gardens,108.4
2012-02,Chinese/japanese Gardens,62.8
2012-03,Asian Civilisations Museum,46.3
2012-03,National Museum Of Singapore,62.2
2012-03,Singapore Art Museum,47.7
2012-03,Singapore Philatelic Museum,9.4
2012-03,The Peranakan Museum,19.2
2012-03,Science Centre Singapore,68.7
2012-03,Jurong Birdpark,69.3
2012-03,Night Safari,89.5
2012-03,River Safari,na
2012-03,Singapore Zoological Gardens,139.3
2012-03,Chinese/japanese Gardens,75.1
2012-04,Asian Civilisations Museum,56.9
2012-04,National Museum Of Singapore,72.7
2012-04,Singapore Art Museum,49.2
2012-04,Singapore Philatelic Museum,9.3
2012-04,The Peranakan Museum,24.5
2012-04,Science Centre Singapore,55
2012-04,Jurong Birdpark,73.9
2012-04,Night Safari,93.1
2012-04,River Safari,na
2012-04,Singapore Zoological Gardens,143.7
2012-04,Chinese/japanese Gardens,82.9
2012-05,Asian Civilisations Museum,44.7
2012-05,National Museum Of Singapore,79.7
2012-05,Singapore Art Museum,55.8
2012-05,Singapore Philatelic Museum,10.9
2012-05,The Peranakan Museum,19.5
2012-05,Science Centre Singapore,74.7
2012-05,Jurong Birdpark,90.7
2012-05,Night Safari,95.8
2012-05,River Safari,na
2012-05,Singapore Zoological Gardens,138.3
2012-05,Chinese/japanese Gardens,73.3
2012-06,Asian Civilisations Museum,36.5
2012-06,National Museum Of Singapore,80.4
2012-06,Singapore Art Museum,72.1
2012-06,Singapore Philatelic Museum,11.1
2012-06,The Peranakan Museum,29.9
2012-06,Science Centre Singapore,95.9
2012-06,Jurong Birdpark,88.8
2012-06,Night Safari,103.7
2012-06,River Safari,na
2012-06,Singapore Zoological Gardens,155.8
2012-06,Chinese/japanese Gardens,72.2
2012-07,Asian Civilisations Museum,41.8
2012-07,National Museum Of Singapore,78.6
2012-07,Singapore Art Museum,67.6
2012-07,Singapore Philatelic Museum,10.5
2012-07,The Peranakan Museum,21.5
2012-07,Science Centre Singapore,83.5
2012-07,Jurong Birdpark,90.3
2012-07,Night Safari,114.3
2012-07,River Safari,na
2012-07,Singapore Zoological Gardens,155.9
2012-07,Chinese/japanese Gardens,70.7
2012-08,Asian Civilisations Museum,45
2012-08,National Museum Of Singapore,105
2012-08,Singapore Art Museum,106.7
2012-08,Singapore Philatelic Museum,16
2012-08,The Peranakan Museum,41.4
2012-08,Science Centre Singapore,68.3
2012-08,Jurong Birdpark,86.2
2012-08,Night Safari,119
2012-08,River Safari,na
2012-08,Singapore Zoological Gardens,163.5
2012-08,Chinese/japanese Gardens,71.6
2012-09,Asian Civilisations Museum,38.1
2012-09,National Museum Of Singapore,75.7
2012-09,Singapore Art Museum,51.4
2012-09,Singapore Philatelic Museum,8
2012-09,The Peranakan Museum,26.1
2012-09,Science Centre Singapore,50.9
2012-09,Jurong Birdpark,56.5
2012-09,Night Safari,82.2
2012-09,River Safari,na
2012-09,Singapore Zoological Gardens,126.3
2012-09,Chinese/japanese Gardens,126.4
2012-10,Asian Civilisations Museum,56.9
2012-10,National Museum Of Singapore,77.8
2012-10,Singapore Art Museum,41.2
2012-10,Singapore Philatelic Museum,7.9
2012-10,The Peranakan Museum,14.9
2012-10,Science Centre Singapore,83.7
2012-10,Jurong Birdpark,63.3
2012-10,Night Safari,91.1
2012-10,River Safari,na
2012-10,Singapore Zoological Gardens,126.5
2012-10,Chinese/japanese Gardens,69.5
2012-11,Asian Civilisations Museum,34.3
2012-11,National Museum Of Singapore,74.8
2012-11,Singapore Art Museum,43.2
2012-11,Singapore Philatelic Museum,9.3
2012-11,The Peranakan Museum,17.9
2012-11,Science Centre Singapore,89.7
2012-11,Jurong Birdpark,58.5
2012-11,Night Safari,76.9
2012-11,River Safari,na
2012-11,Singapore Zoological Gardens,124.8
2012-11,Chinese/japanese Gardens,68.5
2012-12,Asian Civilisations Museum,37.9
2012-12,National Museum Of Singapore,55
2012-12,Singapore Art Museum,41.5
2012-12,Singapore Philatelic Museum,9.3
2012-12,The Peranakan Museum,13.2
2012-12,Science Centre Singapore,127.7
2012-12,Jurong Birdpark,78.3
2012-12,Night Safari,102.2
2012-12,River Safari,na
2012-12,Singapore Zoological Gardens,233
2012-12,Chinese/japanese Gardens,72.6
2013-01,Asian Civilisations Museum,36
2013-01,National Museum Of Singapore,64.7
2013-01,Singapore Art Museum,46.4
2013-01,Singapore Philatelic Museum,7.6
2013-01,The Peranakan Museum,15
2013-01,Science Centre Singapore,67.5
2013-01,Jurong Birdpark,58.3
2013-01,Night Safari,93.3
2013-01,River Safari,na
2013-01,Singapore Zoological Gardens,152
2013-01,Chinese/japanese Gardens,49.2
2013-02,Asian Civilisations Museum,33.8
2013-02,National Museum Of Singapore,74.5
2013-02,Singapore Art Museum,37.5
2013-02,Singapore Philatelic Museum,8.8
2013-02,The Peranakan Museum,14
2013-02,Science Centre Singapore,59.9
2013-02,Jurong Birdpark,63
2013-02,Night Safari,88.2
2013-02,River Safari,na
2013-02,Singapore Zoological Gardens,136.7
2013-02,Chinese/japanese Gardens,50.6
2013-03,Asian Civilisations Museum,44.5
2013-03,National Museum Of Singapore,82
2013-03,Singapore Art Museum,44.3
2013-03,Singapore Philatelic Museum,10.6
2013-03,The Peranakan Museum,14.7
